INSTITUTION_ID,GROUP_CODE,GROUP_NAME,ENTITY_CD,ENTITY_NAME
"800000055225",6,"Public School","020601040001","ANDOVER ELEMENTARY SCHOOL"
"800000092660",6,"Public School","020601040002","ANDOVER HIGH SCHOOL"
"800000092661",6,"Public School","020601040003","ANDOVER MIDDLE SCHOOL"
"800000055233",6,"Public School","020702040001","GENESEE VALLEY CENTRAL SCHOOL"
"800000055193",6,"Public School","020801040001","BELFAST SCHOOL"
"800000055189",6,"Public School","021102040001","CANASERAGA SCHOOL"
"800000055180",6,"Public School","021601040004","FRIENDSHIP CENTRAL SCHOOL"
"800000055168",6,"Public School","022001040001","FILLMORE CENTRAL SCHOOL"
"800000055157",6,"Public School","022101040001","WHITESVILLE CENTRAL SCHOOL"
"800000055146",6,"Public School","022302040001","CUBA-RUSHFORD HIGH SCHOOL"
"800000055147",6,"Public School","022302040002","CUBA-RUSHFORD ELEMENTARY SCHOOL"
"800000055149",6,"Public School","022302040004","CUBA-RUSHFORD MIDDLE SCHOOL"
"800000055137",6,"Public School","022401040003","SCIO CENTRAL SCHOOL"
"800000055143",6,"Public School","022601060004","WELLSVILLE SECONDARY SCHOOL"
"800000055144",6,"Public School","022601060005","WELLSVILLE ELEMENTARY SCHOOL"
"800000055109",6,"Public School","022902040001","BOLIVAR-RICHBURG JUNIOR-SENIOR HS"
"800000055090",6,"Public School","022902040002","BOLIVAR-RICHBURG ELEMENTARY"
"800000055091",6,"Public School","022902040003","BOLIVAR-RICHBURG PRE-K PROGRAM"
"800000055104",6,"Public School","030101060001","CHENANGO FORKS ELEMENTARY SCHOOL"
"800000055106",6,"Public School","030101060003","CHENANGO FORKS HIGH SCHOOL"
"800000055107",6,"Public School","030101060004","CHENANGO FORKS MIDDLE SCHOOL"
"800000055076",6,"Public School","030200010002","CALVIN COOLIDGE SCHOOL"
"800000055077",6,"Public School","030200010005","BENJAMIN FRANKLIN ELEMENTARY "
"800000055079",6,"Public School","030200010008","THOMAS JEFFERSON SCHOOL"
"800000055080",6,"Public School","030200010011","MACARTHUR SCHOOL"
"800000055081",6,"Public School","030200010012","THEODORE ROOSEVELT SCHOOL"
"800000055082",6,"Public School","030200010014","WOODROW WILSON SCHOOL"
"800000055083",6,"Public School","030200010015","EAST MIDDLE SCHOOL"
"800000055084",6,"Public School","030200010016","WEST MIDDLE SCHOOL"
"800000055085",6,"Public School","030200010021","BINGHAMTON HIGH SCHOOL"
"800000055086",6,"Public School","030200010022","HORACE MANN SCHOOL"
"800000054995",6,"Public School","030501040001","W A OLMSTED ELEMENTARY SCHOOL"
"800000054996",6,"Public School","030501040003","HARPURSVILLE JUNIOR-SENIOR HS"
"800000054985",6,"Public School","030601060001","BROOKSIDE ELEMENTARY SCHOOL"
"800000054979",6,"Public School","030601060004","F P DONNELLY SCHOOL"
"800000054980",6,"Public School","030601060005","RICHARD T STANK MIDDLE SCHOOL"
"800000054981",6,"Public School","030601060006","SUSQUEHANNA VALLEY SENIOR HIGH SCH"
"800000054968",6,"Public School","030701060001","CHENANGO VALLEY HIGH SCHOOL "
"800000054970",6,"Public School","030701060003","CHENANGO BRIDGE ELEMENTARY SCHOOL"
"800000054971",6,"Public School","030701060004","PORT DICKINSON ELEMENTARY SCHOOL"
"800000056019",6,"Public School","030701060005","CHENANGO VALLEY MIDDLE SCHOOL"
"800000054963",6,"Public School","031101060003","HOMER BRINK SCHOOL"
"800000054964",6,"Public School","031101060004","MAINE MEMORIAL SCHOOL"
"800000054943",6,"Public School","031101060005","MAINE-ENDWELL MIDDLE SCHOOL"
"800000054944",6,"Public School","031101060006","MAINE-ENDWELL SENIOR HS"
"800000054974",6,"Public School","031301040002","DEPOSIT ELEMENTARY SCHOOL"
"800000054956",6,"Public School","031301040003","DEPOSIT MIDDLE-SENIOR HIGH SCHOOL"
"800000054927",6,"Public School","031401060002","TIOUGHNIOGA RIVERSIDE ACADEMY"
"800000054928",6,"Public School","031401060004","WHITNEY POINT SENIOR HIGH SCHOOL"
"800000054929",6,"Public School","031401060005","CARYL E ADAMS PRIMARY SCHOOL"
"800000054913",6,"Public School","031501060001","CHARLES F JOHNSON JR ELEMENTARY "
"800000054914",6,"Public School","031501060002","GEORGE F JOHNSON ELEMENTARY SCHOOL"
"800000088058",6,"Public School","031501060007","LINNAEUS W WEST SCHOOL"
"800000054936",6,"Public School","031501060009","JENNIE F SNAPP MIDDLE SCHOOL"
"800000054938",6,"Public School","031501060012","UNION-ENDICOTT HIGH SCHOOL"
"800000054939",6,"Public School","031501060013","THOMAS J WATSON SR ELEMENTARY"
"800000054940",6,"Public School","031501060014","ANN G MCGUINNESS ELEMENTARY"
"800000054874",6,"Public School","031502060001","JOHNSON CITY ELEM/INTRMED SCHOOL"
"800000054896",6,"Public School","031502060003","JOHNSON CITY ELEM/PRIMARY SCHOOL"
"800000054897",6,"Public School","031502060005","JOHNSON CITY MIDDLE SCHOOL"
"800000054898",6,"Public School","031502060006","JOHNSON CITY SENIOR HIGH SCHOOL"
"800000054881",6,"Public School","031601060021","AFRICAN ROAD ELEMENTARY SCHOOL"
"800000054863",6,"Public School","031601060022","CLAYTON AVENUE ELEMENTARY SCHOOL"
"800000054864",6,"Public School","031601060023","GLENWOOD ELEMENTARY SCHOOL"
"800000054865",6,"Public School","031601060026","TIOGA HILLS ELEMENTARY SCHOOL"
"800000054866",6,"Public School","031601060028","VESTAL HILLS ELEMENTARY SCHOOL"
"800000054867",6,"Public School","031601060041","VESTAL MIDDLE SCHOOL"
"800000054868",6,"Public School","031601060051","VESTAL SENIOR HIGH SCHOOL"
"800000054849",6,"Public School","031701060002","FLOYD BELL ELEMENTARY SCHOOL"
"800000054850",6,"Public School","031701060003","C R WEEKS ELEMENTARY SCHOOL"
"800000054851",6,"Public School","031701060004","A F PALMER ES / WINDSOR CENTRAL MS"
"800000054837",6,"Public School","031701060007","WINDSOR CENTRAL HIGH SCHOOL"
"800000054819",6,"Public School","040204040001","WEST VALLEY CENTRAL SCHOOL"
"800000054809",6,"Public School","040302060001","ALLEGANY-LIMESTONE MIDDLE-HIGH"
"800000054810",6,"Public School","040302060002","ALLEGANY-LIMESTONE ELEMENTARY"
"800000054789",6,"Public School","040901040001","ELLICOTTVILLE ELEMENTARY SCHOOL"
"800000054790",6,"Public School","040901040002","ELLICOTTVILLE MIDDLE/HIGH SCHOOL"
"800000054793",6,"Public School","041101040002","FRANKLINVILLE JUNIOR-SENIOR HS"
"800000054781",6,"Public School","041101040003","FRANKLINVILLE ELEMENTARY SCHOOL"
"800000054771",6,"Public School","041401040001","HINSDALE CENTRAL SCHOOL"
"800000054757",6,"Public School","042302040002","CATTARAUGUS-LITTLE VALLEY ES"
"800000054758",6,"Public School","042302040003","CATTARAUGUS-LITTLE VALLEY HS"
"800000054730",6,"Public School","042302040004","CATTARAUGUS-LITTLE VALLEY MS"
"800000054735",6,"Public School","042400010002","WASHINGTON WEST ELEMENTARY SCHOOL"
"800000054736",6,"Public School","042400010004","EAST VIEW ELEMENTARY SCHOOL"
"800000054739",6,"Public School","042400010013","OLEAN SENIOR HIGH SCHOOL"
"800000054721",6,"Public School","042400010016","OLEAN INTERMEDIATE-MIDDLE SCHOOL"
"800000054680",6,"Public School","042801060001","GOWANDA ELEMENTARY SCHOOL"
"800000054682",6,"Public School","042801060005","GOWANDA MIDDLE SCHOOL"
"800000054710",6,"Public School","042801060006","GOWANDA HIGH SCHOOL"
"800000054690",6,"Public School","042901040001","PORTVILLE ELEMENTARY SCHOOL"
"800000054691",6,"Public School","042901040002","PORTVILLE JUNIOR-SENIOR HIGH SCHOOL"
"800000054669",6,"Public School","043001040002","RANDOLPH SENIOR HIGH SCHOOL"
"800000054670",6,"Public School","043001040003","G N CHAPMAN ELEMENTARY SCHOOL"
"800000054655",6,"Public School","043011020001","RANDOLPH ACADEMY"
"800000052175",6,"Public School","043011020002","RANDOLPH ACADEMY-HAMBURG CAMPUS"
"800000054623",6,"Public School","043200050002","SALAMANCA HIGH SCHOOL"
"800000054624",6,"Public School","043200050004","PROSPECT ELEMENTARY SCHOOL"
"800000054625",6,"Public School","043200050005","SENECA INTERMEDIATE SCHOOL"
"800000091314",6,"Public School","043200050008","WARRIOR ACADEMY"
"800000054635",6,"Public School","043501060001","DELEVAN ELEMENTARY SCHOOL"
"800000054615",6,"Public School","043501060004","PIONEER MIDDLE SCHOOL"
"800000054618",6,"Public School","043501060005","ARCADE ELEMENTARY SCHOOL"
"800000054619",6,"Public School","043501060006","PIONEER SENIOR HIGH SCHOOL"
"800000054616",6,"Public School","050100010002","CASEY PARK ELEMENTARY SCHOOL"
"800000054585",6,"Public School","050100010004","GENESEE STREET ELEMENTARY SCHOOL"
"800000054586",6,"Public School","050100010005","HERMAN AVENUE ELEMENTARY SCHOOL"
"800000054587",6,"Public School","050100010007","OWASCO ELEMENTARY SCHOOL"
"800000054593",6,"Public School","050100010008","WILLIAM H SEWARD ELEMENTARY SCHOOL"
"800000054594",6,"Public School","050100010009","AUBURN JUNIOR HIGH SCHOOL"
"800000054575",6,"Public School","050100010013","AUBURN HIGH SCHOOL"
"800000054542",6,"Public School","050301040002","WEEDSPORT JUNIOR-SENIOR HS"
"800000054520",6,"Public School","050301040003","WEEDSPORT ELEMENTARY SCHOOL"
"800000054545",6,"Public School","050401040001","CATO-MERIDIAN ELEMENTARY SCHOOL"
"800000054530",6,"Public School","050401040003","CATO-MERIDIAN JUNIOR-SENIOR HS"
"800000054510",6,"Public School","050701040005","SOUTHERN CAYUGA 7-12 SECONDARY "
"800000054491",6,"Public School","050701040007","SOUTHERN CAYUGA ELEMENTARY SCHOOL"
"800000054526",6,"Public School","051101040001","A A GATES ELEMENTARY SCHOOL"
"800000054528",6,"Public School","051101040004","PORT BYRON SENIOR HIGH SCHOOL"
"800000054474",6,"Public School","051301040001","MILLARD FILLMORE ELEMENTARY"
"800000054475",6,"Public School","051301040003","MORAVIA JUNIOR-SENIOR HS"
"800000054504",6,"Public School","051901040002","ANDREW J SMITH ELEMENTARY SCHOOL"
"800000054485",6,"Public School","051901040005","UNION SPRINGS HIGH SCHOOL"
"800000086064",6,"Public School","051901040006","UNION SPRINGS MIDDLE SCHOOL"
"800000054461",6,"Public School","060201060003","SOUTHWESTERN SENIOR HIGH SCHOOL"
"800000054481",6,"Public School","060201060006","SOUTHWESTERN MIDDLE SCHOOL"
"800000055995",6,"Public School","060201060007","SOUTHWESTERN ELEMENTARY SCHOOL"
"800000054471",6,"Public School","060301040002","ROBERT H JACKSON ELEMENTARY SCHOOL"
"800000054449",6,"Public School","060301040004","FREWSBURG JUNIOR-SENIOR HIGH SCH"
"800000054438",6,"Public School","060401040003","SINCLAIRVILLE ELEMENTARY SCHOOL"
"800000054440",6,"Public School","060401040006","CASSADAGA VALLEY MIDDLE/HIGH SCHOOL"
"800000054398",6,"Public School","060503040001","CHAUTAUQUA LAKE SECONDARY SCHOOL"
"800000054399",6,"Public School","060503040002","CHAUTAUQUA LAKE ELEMENTARY SCHOOL"
"800000054383",6,"Public School","060601040002","PINE VALLEY ELEMENTARY SCHOOL"
"800000054384",6,"Public School","060601040003","PINE VALLEY CENTRAL JR-SR HIGH SCH"
"800000054365",6,"Public School","060701040003","CLYMER CENTRAL SCHOOL"
"800000054354",6,"Public School","060800010003","SCHOOL 3"
"800000054328",6,"Public School","060800010005","SCHOOL 5"
"800000054330",6,"Public School","060800010007","SCHOOL 7"
"800000054331",6,"Public School","060800010009","DUNKIRK SENIOR HIGH SCHOOL"
"800000054332",6,"Public School","060800010010","DUNKIRK INTERMEDIATE SCHOOL"
"800000054304",6,"Public School","061001040001","BEMUS POINT ELEMENTARY SCHOOL"
"800000054288",6,"Public School","061001040005","MAPLE GROVE JUNIOR/SENIOR HS"
"800000054293",6,"Public School","061101040001","HARVEY C FENNER ELEMENTARY SCHOOL"
"800000054316",6,"Public School","061101040007","FALCONER MIDDLE/HIGH SCHOOL"
"800000054318",6,"Public School","061101040009","PAUL B D TEMPLE ELEMENTARY SCHOOL"
"800000054302",6,"Public School","061501040001","SILVER CREEK HIGH SCHOOL"
"800000057394",6,"Public School","061501040002","SILVER CREEK MIDDLE SCHOOL"
"800000054303",6,"Public School","061501040003","SILVER CREEK ELEMENTARY SCHOOL"
"800000054270",6,"Public School","061503040002","FORESTVILLE ELEMENTARY SCHOOL"
"800000054271",6,"Public School","061503040003","FORESTVILLE CENTRAL HIGH SCHOOL"
"800000054278",6,"Public School","061601040001","PANAMA HIGH SCHOOL"
"800000054279",6,"Public School","061601040003","PANAMA K-6 SCHOOL"
"800000054266",6,"Public School","061700010001","CARLYLE C RING ELEMENTARY SCHOOL"
"800000054267",6,"Public School","061700010003","CLINTON V BUSH ELEMENTARY SCHOOL"
"800000054268",6,"Public School","061700010006","PERSELL MIDDLE SCHOOL"
"800000054251",6,"Public School","061700010007","MILTON J FLETCHER ELEMENTARY SCHOOL"
"800000054253",6,"Public School","061700010009","SAMUEL G LOVE ELEMENTARY SCHOOL"
"800000054258",6,"Public School","061700010010","THOMAS JEFFERSON MIDDLE SCHOOL"
"800000054254",6,"Public School","061700010011","ABRAHAM LINCOLN ELEM SCHOOL"
"800000054255",6,"Public School","061700010012","GEORGE WASHINGTON MIDDLE SCHOOL"
"800000054256",6,"Public School","061700010013","JAMESTOWN HIGH SCHOOL"
"800000054176",6,"Public School","062201060001","FREDONIA ELEMENTARY SCHOOL"
"800000054177",6,"Public School","062201060002","FREDONIA MIDDLE SCHOOL"
"800000054178",6,"Public School","062201060003","FREDONIA HIGH SCHOOL"
"800000091312",6,"Public School","062201060005","WHEELOCK PRIMARY SCHOOL"
"800000054156",6,"Public School","062301040002","BROCTON ELEMENTARY SCHOOL"
"800000054157",6,"Public School","062301040003","BROCTON MIDDLE HIGH SCHOOL"
"800000054163",6,"Public School","062401040001","RIPLEY CENTRAL SCHOOL"
"800000054167",6,"Public School","062601040002","SHERMAN ELEMENTARY SCHOOL"
"800000054168",6,"Public School","062601040003","SHERMAN HIGH SCHOOL"
"800000054140",6,"Public School","062901040001","WESTFIELD ELEMENTARY SCHOOL"
"800000054161",6,"Public School","062901040002","WESTFIELD HIGH SCHOOL"
"800000054142",6,"Public School","062901040004","WESTFIELD MIDDLE SCHOOL"
"800000054128",6,"Public School","070600010006","DIVEN SCHOOL "
"800000054130",6,"Public School","070600010007","FASSETT ELEMENTARY SCHOOL"
"800000054113",6,"Public School","070600010010","HENDY AVENUE SCHOOL"
"800000054114",6,"Public School","070600010013","PARLEY COBURN SCHOOL"
"800000054115",6,"Public School","070600010014","PINE CITY SCHOOL"
"800000054116",6,"Public School","070600010015","RIVERSIDE ELEMENTARY"
"800000054117",6,"Public School","070600010016","THOMAS K BEECHER SCHOOL"
"800000054111",6,"Public School","070600010019","BROADWAY ACADEMY"
"800000054119",6,"Public School","070600010020","ELMIRA HIGH SCHOOL"
"800000054120",6,"Public School","070600010021","ERNIE DAVIS ACADEMY"
"800000054121",6,"Public School","070600010022","BROADWAY ELEMENTARY SCHOOL"
"800000083988",6,"Public School","070600861078","FINN ACADEMY: AN ELMIRA CS"
"800000054059",6,"Public School","070901060003","CENTER STREET SCHOOL"
"800000054060",6,"Public School","070901060004","RIDGE ROAD SCHOOL"
"800000054061",6,"Public School","070901060005","BIG FLATS SCHOOL"
"800000054062",6,"Public School","070901060007","HORSEHEADS SENIOR HIGH SCHOOL"
"800000054064",6,"Public School","070901060009","GARDNER ROAD ELEMENTARY SCHOOL"
"800000054065",6,"Public School","070901060010","HORSEHEADS MIDDLE SCHOOL"
"800000054066",6,"Public School","070901060011","HORSEHEADS INTERMEDIATE SCHOOL"
"800000054046",6,"Public School","070902060002","THOMAS A EDISON HIGH SCHOOL"
"800000054047",6,"Public School","070902060004","COHEN MIDDLE SCHOOL"
"800000054029",6,"Public School","070902060006","COHEN ELEMENTARY SCHOOL"
"800000054010",6,"Public School","080101040002","AFTON ELEMENTARY SCHOOL"
"800000054011",6,"Public School","080101040003","AFTON JUNIOR/SENIOR HS"
"800000054037",6,"Public School","080201040001","BAINBRIDGE-GUILFORD HIGH SCHOOL"
"800000054038",6,"Public School","080201040002","GREENLAWN ELEMENTARY SCHOOL"
"800000054039",6,"Public School","080201040003","GUILFORD ELEMENTARY SCHOOL"
"800000054028",6,"Public School","080601040001","GREENE PRIMARY SCHOOL"
"800000054008",6,"Public School","080601040002","GREENE INTERMEDIATE SCHOOL"
"800000054015",6,"Public School","080601040003","GREENE HIGH SCHOOL"
"800000054016",6,"Public School","080601040004","GREENE MIDDLE SCHOOL"
"800000054003",6,"Public School","081003040003","UNADILLA VALLEY SECONDARY SCHOOL"
"800000077862",6,"Public School","081003040006","UNADILLA VALLEY ELEMENTARY SCHOOL"
"800000053998",6,"Public School","081200050001","PERRY BROWNE INTERMEDIATE "
"800000053968",6,"Public School","081200050002","STANFORD J GIBSON PRIMARY SCHOOL"
"800000053952",6,"Public School","081200050003","NORWICH MIDDLE SCHOOL"
"800000053953",6,"Public School","081200050004","NORWICH HIGH SCHOOL"
"800000053934",6,"Public School","081401040001","OTSELIC VALLEY CENTRAL SCHOOL"
"800000053959",6,"Public School","081501040001","OXFORD ACADEMY MIDDLE SCHOOL"
"800000053960",6,"Public School","081501040002","OXFORD ACADEMY HIGH SCHOOL"
"800000053961",6,"Public School","081501040003","OXFORD ACADEMY PRIMARY SCHOOL"
"800000053943",6,"Public School","082001040002","SHERBURNE-EARLVILLE ELEMENTARY SCH"
"800000053944",6,"Public School","082001040003","SHERBURNE-EARLVILLE MIDDLE SCHOOL"
"800000053928",6,"Public School","082001040004","SHERBURNE-EARLVILLE SENIOR HIGH SCH"
"800000053922",6,"Public School","090201040001","KEESEVILLE PRIMARY SCHOOL"
"800000053923",6,"Public School","090201040002","AUSABLE VALLEY HIGH SCHOOL"
"800000053924",6,"Public School","090201040004","AUSABLE FORKS ELEMENTARY SCHOOL"
"800000056008",6,"Public School","090201040005","AUSABLE VALLEY MIDDLE SCHOOL"
"800000053900",6,"Public School","090301060001","BEEKMANTOWN ELEMENTARY SCHOOL"
"800000053901",6,"Public School","090301060003","CUMBERLAND HEAD ELEMENTARY SCHOOL"
"800000053902",6,"Public School","090301060005","BEEKMANTOWN MIDDLE SCHOOL"
"800000053903",6,"Public School","090301060006","BEEKMANTOWN HIGH SCHOOL"
"800000053888",6,"Public School","090501040002","NORTHEASTERN CLINTON SR HIGH SCHOOL"
"800000053889",6,"Public School","090501040003","ROUSES POINT ELEMENTARY SCHOOL"
"800000053890",6,"Public School","090501040006","MOOERS ELEMENTARY SCHOOL"
"800000053867",6,"Public School","090501040007","NORTHEASTERN CLINTON MIDDLE SCHOOL"
"800000053882",6,"Public School","090601020001","CHAZY CENTRAL RURAL ES"
"800000053883",6,"Public School","090601020002","CHAZY CENTRAL RURAL JR-SR HS"
"800000053846",6,"Public School","090901040001","NORTHERN ADIRONDACK ELEMENTARY"
"800000053847",6,"Public School","090901040002","NORTHERN ADIRONDACK MID/HIGH"
"800000053876",6,"Public School","091101060004","PERU ELEMENTARY SCHOOL"
"800000053877",6,"Public School","091101060005","PERU HIGH SCHOOL"
"800000091313",6,"Public School","091101060008","PERU MIDDLE SCHOOL"
"800000053832",6,"Public School","091200010001","THOMAS E GLASGOW ELEMENTARY"
"800000053853",6,"Public School","091200010003","ARTHUR P MOMOT ELEMENTARY SCHOOL"
"800000053854",6,"Public School","091200010004","OAK STREET SCHOOL"
"800000053855",6,"Public School","091200010005","STAFFORD MIDDLE SCHOOL"
"800000053859",6,"Public School","091200010006","PLATTSBURGH SENIOR HIGH SCHOOL"
"800000053800",6,"Public School","091402060002","MORRISONVILLE ELEMENTARY SCHOOL"
"800000053802",6,"Public School","091402060004","SARANAC ELEMENTARY SCHOOL"
"800000053803",6,"Public School","091402060005","SARANAC HIGH SCHOOL"
"800000053804",6,"Public School","091402060007","SARANAC MIDDLE SCHOOL"
"800000053757",6,"Public School","100501040003","TACONIC HILLS JUNIOR/SENIOR HIGH "
"800000053760",6,"Public School","100501040006","TACONIC HILLS ELEMENTARY SCHOOL"
"800000074833",6,"Public School","100902040003","GERMANTOWN ELEMENTARY SCHOOL"
"800000074834",6,"Public School","100902040004","GERMANTOWN JUNIOR-SENIOR HS"
"800000053738",6,"Public School","101001040001","MARY E DARDESS ELEMENTARY SCHOOL"
"800000053739",6,"Public School","101001040002","CHATHAM HIGH SCHOOL"
"800000053740",6,"Public School","101001040006","CHATHAM MIDDLE SCHOOL"
"800000053705",6,"Public School","101300010001","HUDSON HIGH SCHOOL"
"800000053728",6,"Public School","101300010003","MONTGOMERY C SMITH ELEMENTARY"
"800000088055",6,"Public School","101300010004","HUDSON JUNIOR HIGH SCHOOL"
"800000053663",6,"Public School","101401040004","ICHABOD CRANE ELEMENTARY SCHOOL"
"800000053664",6,"Public School","101401040005","ICHABOD CRANE SENIOR HIGH SCHOOL"
"800000053665",6,"Public School","101401040006","ICHABOD CRANE MIDDLE SCHOOL"
"800000053694",6,"Public School","101601040002","WALTER B HOWARD ELEMENTARY SCHOOL"
"800000053667",6,"Public School","101601040003","NEW LEBANON JUNIOR-SENIOR HS"
"800000053661",6,"Public School","110101040001","CINCINNATUS ELEMENTARY SCHOOL"
"800000053644",6,"Public School","110101040002","CINCINNATUS HIGH SCHOOL"
"800000057183",6,"Public School","110101040003","CINCINNATUS MIDDLE SCHOOL"
"800000053660",6,"Public School","110200010003","FRANKLYN S BARRY PRIMARY SCHOOL"
"800000053650",6,"Public School","110200010009","RANDALL MIDDLE SCHOOL"
"800000053651",6,"Public School","110200010010","FE SMITH INTERMEDIATE SCHOOL"
"800000053652",6,"Public School","110200010011","CORTLAND HIGH SCHOOL"
"800000089606",6,"Public School","110200010012","CORTLAND JUNIOR HIGH SCHOOL"
"800000053620",6,"Public School","110304040001","MCGRAW ELEMENTARY SCHOOL"
"800000053596",6,"Public School","110304040002","MCGRAW SECONDARY SCHOOL"
"800000053623",6,"Public School","110701060001","HOMER SENIOR HIGH SCHOOL"
"800000053624",6,"Public School","110701060002","HOMER ELEMENTARY SCHOOL"
"800000053607",6,"Public School","110701060003","HOMER INTERMEDIATE SCHOOL"
"800000053610",6,"Public School","110701060006","HOMER JUNIOR HIGH SCHOOL"
"800000090803",6,"Public School","110701861172","TRUXTON ACADEMY CHARTER SCHOOL"
"800000053591",6,"Public School","110901040001","MARATHON HIGH SCHOOL"
"800000053592",6,"Public School","110901040002","WILLIAM APPLEBY ELEMENTARY SCHOOL"
"800000053603",6,"Public School","120102040001","ANDES CENTRAL SCHOOL"
"800000053589",6,"Public School","120301040001","DOWNSVILLE CENTRAL SCHOOL"
"800000053583",6,"Public School","120401040001","CHARLOTTE VALLEY SCHOOL"
"800000053587",6,"Public School","120501040001","DELAWARE ACADEMY ELEMENTARY SCHOOL"
"800000053568",6,"Public School","120501040002","DELAWARE ACADEMY HIGH SCHOOL"
"800000053566",6,"Public School","120701040001","FRANKLIN CENTRAL SCHOOL"
"800000053529",6,"Public School","120906040001","HANCOCK ELEMENTARY SCHOOL"
"800000053530",6,"Public School","120906040002","HANCOCK JUNIOR-SENIOR HS"
"800000053536",6,"Public School","121401040001","MARGARETVILLE CENTRAL SCHOOL"
"800000053511",6,"Public School","121502040001","ROXBURY CENTRAL SCHOOL"
"800000053507",6,"Public School","121601060002","SIDNEY ELEMENTARY SCHOOL"
"800000053517",6,"Public School","121601060005","SIDNEY MIDDLE SCHOOL"
"800000053518",6,"Public School","121601060006","SIDNEY HIGH SCHOOL"
"800000053492",6,"Public School","121701040001","STAMFORD CENTRAL SCHOOL"
"800000053490",6,"Public School","121702040001","SOUTH KORTRIGHT CENTRAL SCHOOL"
"800000053500",6,"Public School","121901040001","TOWNSEND ELEMENTARY SCHOOL"
"800000053501",6,"Public School","121901040002","WALTON HIGH SCHOOL"
"800000053502",6,"Public School","121901040003","WALTON MIDDLE SCHOOL"
"800000053484",6,"Public School","130200010001","J V FORRESTAL ELEMENTARY SCHOOL"
"800000053485",6,"Public School","130200010002","SOUTH AVENUE SCHOOL"
"800000053466",6,"Public School","130200010003","GLENHAM SCHOOL"
"800000053467",6,"Public School","130200010004","ROMBOUT MIDDLE SCHOOL"
"800000053468",6,"Public School","130200010005","BEACON HIGH SCHOOL"
"800000053469",6,"Public School","130200010006","SARGENT SCHOOL"
"800000053451",6,"Public School","130502020001","WINGDALE ELEMENTARY SCHOOL"
"800000053472",6,"Public School","130502020002","DOVER ELEMENTARY SCHOOL"
"800000053463",6,"Public School","130502020003","DOVER HIGH SCHOOL"
"800000053464",6,"Public School","130502020004","DOVER MIDDLE SCHOOL"
"800000053445",6,"Public School","130801060002","NETHERWOOD SCHOOL"
"800000053425",6,"Public School","130801060003","RALPH R SMITH SCHOOL"
"800000053426",6,"Public School","130801060005","VIOLET AVENUE SCHOOL"
"800000053427",6,"Public School","130801060006","HAVILAND MIDDLE SCHOOL"
"800000053428",6,"Public School","130801060007","FRANKLIN D ROOSEVELT SENIOR HS"
"800000053429",6,"Public School","130801060008","NORTH PARK ELEMENTARY SCHOOL"
"800000053416",6,"Public School","131101040004","WEBUTUCK HIGH SCHOOL"
"800000056150",6,"Public School","131101040006","WEBUTUCK ELEMENTARY SCHOOL"
"800000059874",6,"Public School","131101040007","EUGENE BROOKS INTERMEDIATE"
"800000053365",6,"Public School","131201040001","PAWLING ELEMENTARY SCHOOL"
"800000053366",6,"Public School","131201040002","PAWLING HIGH SCHOOL"
"800000053367",6,"Public School","131201040003","PAWLING MIDDLE SCHOOL"
"800000053378",6,"Public School","131301040001","SEYMOUR SMITH INTERMEDIATE LRN CTR"
"800000053379",6,"Public School","131301040002","STISSING MOUNTAIN JR/SR HS"
"800000053380",6,"Public School","131301040003","COLD SPRING EARLY LEARNING CTR"
"800000053372",6,"Public School","131500010001","WARRING MAGNET ACAD OF SCI & TECH"
"800000053373",6,"Public School","131500010003","GOV GEORGE CLINTON SCHOOL"
"800000053352",6,"Public School","131500010006","G W KRIEGER SCHOOL"
"800000053353",6,"Public School","131500010007","SMITH EARLY LEARNING CENTER"
"800000053354",6,"Public School","131500010009","MORSE YOUNG MAGNET SCHOOL"
"800000053355",6,"Public School","131500010010","POUGHKEEPSIE HIGH SCHOOL"
"800000053356",6,"Public School","131500010011","POUGHKEEPSIE MIDDLE SCHOOL"
"800000053357",6,"Public School","131500010013","COLUMBUS SCHOOL"
"800000092319",6,"Public School","131500861190","LITTLE WATER PREPARATORY CS"
"800000053262",6,"Public School","131601060001","ARTHUR S MAY SCHOOL"
"800000053263",6,"Public School","131601060002","BEEKMAN SCHOOL"
"800000053287",6,"Public School","131601060004","OVERLOOK PRIMARY SCHOOL"
"800000053288",6,"Public School","131601060005","TRAVER ROAD PRIMARY SCHOOL"
"800000053267",6,"Public School","131601060008","ARLINGTON HIGH SCHOOL"
"800000053268",6,"Public School","131601060010","WEST ROAD/D'AQUANNI INTERMEDIATE"
"800000053269",6,"Public School","131601060011","NOXON ROAD ELEMENTARY SCHOOL"
"800000053270",6,"Public School","131601060012","LAGRANGE MIDDLE SCHOOL"
"800000053271",6,"Public School","131601060013","TITUSVILLE INTERMEDIATE"
"800000058118",6,"Public School","131601060014","VAIL FARM ELEMENTARY SCHOOL"
"800000058117",6,"Public School","131601060015","UNION VALE MIDDLE SCHOOL"
"800000053253",6,"Public School","131602020001","HAGAN SCHOOL"
"800000053254",6,"Public School","131602020003","NASSAU SCHOOL"
"800000053238",6,"Public School","131602020004","ORVILLE A TODD MIDDLE SCHOOL"
"800000053239",6,"Public School","131602020005","SPACKENKILL HIGH SCHOOL"
"800000053236",6,"Public School","131701060002","RED HOOK SENIOR HIGH SCHOOL"
"800000053201",6,"Public School","131701060004","LINDEN AVENUE MIDDLE SCHOOL"
