INSTITUTION_ID,GROUP_CODE,GROUP_NAME,ENTITY_CD,ENTITY_NAME
"800000046011",5,"Public School District","321100010000","NYC GEOG DIST #11 - BRONX"
"800000045779",5,"Public School District","321200010000","NYC GEOG DIST #12 - BRONX"
"800000045563",5,"Public School District","331300010000","NYC GEOG DIST #13 - BROOKLYN"
"800000045345",5,"Public School District","331400010000","NYC GEOG DIST #14 - BROOKLYN"
"800000045191",5,"Public School District","331500010000","NYC GEOG DIST #15 - BROOKLYN"
"800000044965",5,"Public School District","331600010000","NYC GEOG DIST #16 - BROOKLYN"
"800000044895",5,"Public School District","331700010000","NYC GEOG DIST #17 - BROOKLYN"
"800000044661",5,"Public School District","331800010000","NYC GEOG DIST #18 - BROOKLYN"
"800000044521",5,"Public School District","331900010000","NYC GEOG DIST #19 - BROOKLYN"
"800000044422",5,"Public School District","332000010000","NYC GEOG DIST #20 - BROOKLYN"
"800000044121",5,"Public School District","332100010000","NYC GEOG DIST #21 - BROOKLYN"
"800000043961",5,"Public School District","332200010000","NYC GEOG DIST #22 - BROOKLYN"
"800000043733",5,"Public School District","332300010000","NYC GEOG DIST #23 - BROOKLYN"
"800000043653",5,"Public School District","333200010000","NYC GEOG DIST #32 - BROOKLYN"
"800000043407",5,"Public School District","342400010000","NYC GEOG DIST #24 - QUEENS"
"800000043248",5,"Public School District","342500010000","NYC GEOG DIST #25 - QUEENS"
"800000043080",5,"Public School District","342600010000","NYC GEOG DIST #26 - QUEENS"
"800000042958",5,"Public School District","342700010000","NYC GEOG DIST #27 - QUEENS"
"800000042781",5,"Public School District","342800010000","NYC GEOG DIST #28 - QUEENS"
"800000042522",5,"Public School District","342900010000","NYC GEOG DIST #29 - QUEENS"
"800000042344",5,"Public School District","343000010000","NYC GEOG DIST #30 - QUEENS"
"800000042056",5,"Public School District","353100010000","NYC GEOG DIST #31 - STATEN ISLAND"
"800000041739",5,"Public School District","400301060000","LEWISTON-PORTER CSD"
"800000041703",5,"Public School District","400400010000","LOCKPORT CITY SD"
"800000041670",5,"Public School District","400601060000","NEWFANE CSD"
"800000041641",5,"Public School District","400701060000","NIAGARA-WHEATFIELD CSD"
"800000041624",5,"Public School District","400800010000","NIAGARA FALLS CITY SD"
"800000041540",5,"Public School District","400900010000","NORTH TONAWANDA CITY SD"
"800000041504",5,"Public School District","401001060000","STARPOINT CSD"
"800000041485",5,"Public School District","401201060000","ROYALTON-HARTLAND CSD"
"800000041492",5,"Public School District","401301040000","BARKER CSD"
"800000041472",5,"Public School District","401501060000","WILSON CSD"
"800000041461",5,"Public School District","410401060000","ADIRONDACK CSD"
"800000041466",5,"Public School District","410601040000","CAMDEN CSD"
"800000041438",5,"Public School District","411101060000","CLINTON CSD"
"800000041427",5,"Public School District","411501060000","NEW HARTFORD CSD"
"800000041404",5,"Public School District","411504020000","NY MILLS UFSD"
"800000041397",5,"Public School District","411603040000","SAUQUOIT VALLEY CSD"
"800000041401",5,"Public School District","411701040000","REMSEN CSD"
"800000041368",5,"Public School District","411800010000","ROME CITY SD"
"800000041312",5,"Public School District","411902040000","WATERVILLE CSD"
"800000041318",5,"Public School District","412000050000","SHERRILL CITY SD"
"800000041293",5,"Public School District","412201060000","HOLLAND PATENT CSD"
"800000041284",5,"Public School District","412300010000","UTICA CITY SD"
"800000041192",5,"Public School District","412801040000","WESTMORELAND CSD"
"800000041170",5,"Public School District","412901040000","ORISKANY CSD"
"800000041147",5,"Public School District","412902060000","WHITESBORO CSD"
"800000041152",5,"Public School District","420101060000","WEST GENESEE CSD"
"800000055803",5,"Public School District","420303060000","NORTH SYRACUSE CSD"
"800000041101",5,"Public School District","420401060000","EAST SYRACUSE MINOA CSD"
"800000041078",5,"Public School District","420411060000","JAMESVILLE-DEWITT CSD"
"800000041062",5,"Public School District","420501060000","JORDAN-ELBRIDGE CSD"
"800000041046",5,"Public School District","420601040000","FABIUS-POMPEY CSD"
"800000041013",5,"Public School District","420701060000","WESTHILL CSD"
"800000041022",5,"Public School District","420702030000","SOLVAY UFSD"
"800000040996",5,"Public School District","420807040000","LAFAYETTE CSD"
"800000041004",5,"Public School District","420901060000","BALDWINSVILLE CSD"
"800000040971",5,"Public School District","421001060000","FAYETTEVILLE-MANLIUS CSD"
"800000040953",5,"Public School District","421101060000","MARCELLUS CSD"
"800000040932",5,"Public School District","421201040000","ONONDAGA CSD"
"800000040959",5,"Public School District","421501060000","LIVERPOOL CSD"
"800000040916",5,"Public School District","421504020000","LYNCOURT UFSD"
"800000040919",5,"Public School District","421601060000","SKANEATELES CSD"
"800000040902",5,"Public School District","421800010000","SYRACUSE CITY SD"
"800000040643",5,"Public School District","421902040000","TULLY CSD"
"800000040627",5,"Public School District","430300050000","CANANDAIGUA CITY SD"
"800000033939",5,"Public School District","430501040000","EAST BLOOMFIELD CSD"
"800000040585",5,"Public School District","430700010000","GENEVA CITY SD"
"800000033927",5,"Public School District","430901060000","GORHAM-MIDDLESEX CSD (MARCUS WHITMAN"
"800000033952",5,"Public School District","431101040000","MANCHESTER-SHORTSVILLE CSD (RED JACK"
"800000033956",5,"Public School District","431201040000","NAPLES CSD"
"800000040538",5,"Public School District","431301060000","PHELPS-CLIFTON SPRINGS CSD"
"800000033947",5,"Public School District","431401040000","HONEOYE CSD"
"800000040525",5,"Public School District","431701060000","VICTOR CSD"
"800000040518",5,"Public School District","440102060000","WASHINGTONVILLE CSD"
"800000040500",5,"Public School District","440201020000","CHESTER UFSD"
"800000040474",5,"Public School District","440301060000","CORNWALL CSD"
"800000040463",5,"Public School District","440401060000","PINE BUSH CSD"
"800000040440",5,"Public School District","440601040000","GOSHEN CSD"
"800000033963",5,"Public School District","440901040000","HIGHLAND FALLS CSD"
"800000040414",5,"Public School District","441000010000","MIDDLETOWN CITY SD"
"800000040344",5,"Public School District","441101040000","MINISINK VALLEY CSD"
"800000040341",5,"Public School District","441201060000","MONROE-WOODBURY CSD"
"800000040287",5,"Public School District","441202020000","KIRYAS JOEL VILLAGE UFSD"
"800000040264",5,"Public School District","441301060000","VALLEY CSD (MONTGOMERY)"
"800000040250",5,"Public School District","441600010000","NEWBURGH CITY SD"
"800000040191",5,"Public School District","441800050000","PORT JERVIS CITY SD"
"800000040171",5,"Public School District","441903020000","TUXEDO UFSD"
"800000040158",5,"Public School District","442101060000","WARWICK VALLEY CSD"
"800000040140",5,"Public School District","442111020000","GREENWOOD LAKE UFSD"
"800000040145",5,"Public School District","442115020000","FLORIDA UFSD"
"800000050704",5,"Public School District","450101060000","ALBION CSD"
"800000050758",5,"Public School District","450607040000","KENDALL CSD"
"800000050761",5,"Public School District","450704040000","HOLLEY CSD"
"800000050771",5,"Public School District","450801060000","MEDINA CSD"
"800000050779",5,"Public School District","451001040000","LYNDONVILLE CSD"
"800000055804",5,"Public School District","460102040000","ALTMAR-PARISH-WILLIAMSTOWN CSD"
"800000040062",5,"Public School District","460500010000","FULTON CITY SD"
"800000040037",5,"Public School District","460701040000","HANNIBAL CSD"
"800000040024",5,"Public School District","460801060000","CENTRAL SQUARE CSD"
"800000040003",5,"Public School District","460901060000","MEXICO CSD"
"800000039981",5,"Public School District","461300010000","OSWEGO CITY SD"
"800000039935",5,"Public School District","461801040000","PULASKI CSD"
"800000039914",5,"Public School District","461901040000","SANDY CREEK CSD"
"800000039925",5,"Public School District","462001060000","PHOENIX CSD"
"800000039903",5,"Public School District","470202040000","GILBERTSVILLE-MOUNT UPTON CSD"
"800000039891",5,"Public School District","470501040000","EDMESTON CSD"
"800000039870",5,"Public School District","470801040000","LAURENS CSD"
"800000039875",5,"Public School District","470901040000","SCHENEVUS CSD"
"800000039861",5,"Public School District","471101040000","MILFORD CSD"
"800000039842",5,"Public School District","471201040000","MORRIS CSD"
"800000039848",5,"Public School District","471400010000","ONEONTA CITY SD"
"800000039810",5,"Public School District","471601040000","OTEGO-UNADILLA CSD"
"800000033959",5,"Public School District","471701040000","COOPERSTOWN CSD"
"800000039781",5,"Public School District","472001040000","RICHFIELD SPRINGS CSD"
"800000039773",5,"Public School District","472202040000","CHERRY VALLEY-SPRINGFIELD CSD"
"800000039779",5,"Public School District","472506040000","WORCESTER CSD"
"800000035761",5,"Public School District","651503040000","RED CREEK CSD"
"800000035724",5,"Public School District","660101030000","KATONAH-LEWISBORO UFSD"
"800000035721",5,"Public School District","660102060000","BEDFORD CSD"
"800000035699",5,"Public School District","660202030000","CROTON-HARMON UFSD"
"800000035670",5,"Public School District","660203060000","HENDRICK HUDSON CSD"
"800000035654",5,"Public School District","660301030000","EASTCHESTER UFSD"
"800000035649",5,"Public School District","660302030000","TUCKAHOE UFSD"
"800000035636",5,"Public School District","660303030000","BRONXVILLE UFSD"
"800000035640",5,"Public School District","660401030000","UFSD-TARRYTOWNS"
"800000035624",5,"Public School District","660402020000","IRVINGTON UFSD"
"800000035594",5,"Public School District","660403030000","DOBBS FERRY UFSD"
"800000035553",5,"Public School District","660404030000","HASTINGS-ON-HUDSON UFSD"
"800000035528",5,"Public School District","660405030000","ARDSLEY UFSD"
"800000035503",5,"Public School District","660406030000","EDGEMONT UFSD"
"800000035507",5,"Public School District","660407060000","GREENBURGH CSD"
"800000035494",5,"Public School District","660409020000","ELMSFORD UFSD"
"800000035457",5,"Public School District","660410020000","GREENBURGH-GRAHAM UFSD"
"800000035452",5,"Public School District","660411020000","GREENBURGH ELEVEN UFSD"
"800000035443",5,"Public School District","660412020000","GREENBURGH-NORTH CASTLE UFSD"
"800000035425",5,"Public School District","660501060000","HARRISON CSD"
"800000035433",5,"Public School District","660701030000","MAMARONECK UFSD"
"800000035375",5,"Public School District","660801060000","MT PLEASANT CSD"
"800000035385",5,"Public School District","660802040000","POCANTICO HILLS CSD"
"800000035376",5,"Public School District","660803020000","HAWTHORNE-CEDAR KNOLLS UFSD"
"800000035345",5,"Public School District","660804020000","MT PLEASANT-COTTAGE UFSD"
"800000035358",5,"Public School District","660805030000","VALHALLA UFSD"
"800000039764",5,"Public School District","480101060000","MAHOPAC CSD"
"800000039758",5,"Public School District","480102060000","CARMEL CSD"
"800000039703",5,"Public School District","480401040000","HALDANE CSD"
"800000039679",5,"Public School District","480404020000","GARRISON UFSD"
"800000039712",5,"Public School District","480503040000","PUTNAM VALLEY CSD"
"800000039691",5,"Public School District","480601060000","BREWSTER CSD"
"800000039658",5,"Public School District","490101040000","BERLIN CSD"
"800000039638",5,"Public School District","490202040000","BRUNSWICK CSD (BRITTONKILL)"
"800000039628",5,"Public School District","490301060000","EAST GREENBUSH CSD"
"800000039588",5,"Public School District","490501060000","HOOSICK FALLS CSD"
"800000039593",5,"Public School District","490601060000","LANSINGBURGH CSD"
"800000039579",5,"Public School District","490801080000","NORTH GREENBUSH COMN SD (WILLIAMS)"
"800000039573",5,"Public School District","490804020000","WYNANTSKILL UFSD"
"800000039570",5,"Public School District","491200010000","RENSSELAER CITY SD"
"800000039531",5,"Public School District","491302060000","AVERILL PARK CSD"
"800000039496",5,"Public School District","491401040000","HOOSIC VALLEY CSD"
"800000039488",5,"Public School District","491501040000","SCHODACK CSD"
"800000033960",5,"Public School District","491700010000","TROY CITY SD"
"800000039375",5,"Public School District","500101060000","CLARKSTOWN CSD"
"800000039308",5,"Public School District","500108030000","NANUET UFSD"
"800000039267",5,"Public School District","500201060000","HAVERSTRAW-STONY POINT CSD (NORTH RO"
"800000039239",5,"Public School District","500301060000","SOUTH ORANGETOWN CSD"
"800000039227",5,"Public School District","500304030000","NYACK UFSD"
"800000039153",5,"Public School District","500308030000","PEARL RIVER UFSD"
"800000039150",5,"Public School District","500401060000","SUFFERN CSD "
"800000039112",5,"Public School District","500402060000","EAST RAMAPO CSD (SPRING VALLEY)"
"800000038923",5,"Public School District","510101040000","BRASHER FALLS CSD"
"800000038898",5,"Public School District","510201060000","CANTON CSD"
"800000038857",5,"Public School District","510401040000","CLIFTON-FINE CSD"
"800000038885",5,"Public School District","510501040000","COLTON-PIERREPONT CSD"
"800000038872",5,"Public School District","511101060000","GOUVERNEUR CSD"
